tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1445361,455400,True,"Thu Apr 27 08:28:03 +0000 2017","@Uber_Support I checked it and replied.  It is the same problem as before.  I get the same error message after I enter my number in",1445359,1445366
1445359,Uber_Support,False,"Thu Apr 27 09:11:37 +0000 2017","@455400 Hi, Kadira. We reached out via DM.",1445360,1445361
